aqi,co,no2,o3,pm10,pm25,so2
26.0,1.1,52.0,24.0,16.0,12.0,12.0
24.0,0.1,44.0,35.0,21.0,17.0,11.0
24.0,0.9,34.0,52.0,24.0,12.0,8.0
33.0,0.8,33.0,60.0,26.0,23.0,7.0
30.0,0.8,39.0,58.0,24.0,21.0,7.0
32.0,0.9,53.0,43.0,32.0,20.0,9.0
43.0,0.8,50.0,50.0,43.0,28.0,12.0
61.0,0.8,38.0,69.0,65.0,44.0,15.0
74.0,0.9,38.0,76.0,89.0,54.0,16.0
91.0,1.1,54.0,54.0,105.0,68.0,20.0
104.0,1.2,62.0,40.0,113.0,78.0,22.0
101.0,1.4,71.0,21.0,111.0,76.0,21.0
65.0,1.5,79.0,2.0,56.0,47.0,18.0
53.0,1.3,74.0,2.0,48.0,37.0,15.0
39.0,0.1,67.0,7.0,48.0,27.0,13.0
30.0,0.9,48.0,26.0,16.0,21.0,12.0
29.0,1.1,32.0,43.0,16.0,20.0,13.0
23.0,0.7,28.0,41.0,16.0,16.0,7.0
23.0,0.7,29.0,44.0,16.0,16.0,7.0
19.0,0.5,27.0,44.0,16.0,13.0,7.0
15.0,0.6,27.0,47.0,10.0,10.0,8.0
18.0,0.6,35.0,42.0,17.0,8.0,10.0
24.0,0.7,47.0,23.0,16.0,10.0,9.0
24.0,0.7,47.0,27.0,16.0,9.0,2.0
23.0,0.8,46.0,29.0,22.0,9.0,3.0
29.0,0.9,48.0,26.0,29.0,17.0,6.0
30.0,0.7,34.0,51.0,29.0,21.0,4.0
27.0,0.5,29.0,67.0,29.0,19.0,3.0
30.0,0.5,29.0,72.0,21.0,21.0,3.0
36.0,0.6,35.0,69.0,36.0,24.0,7.0
71.0,0.9,40.0,69.0,91.0,32.0,6.0
56.0,1.2,40.0,69.0,53.0,40.0,13.0
63.0,0.7,62.0,34.0,53.0,45.0,14.0
63.0,0.6,70.0,17.0,56.0,45.0,13.0
70.0,0.8,78.0,3.0,77.0,51.0,15.0
86.0,0.1,83.0,2.0,91.0,64.0,19.0
99.0,1.1,84.0,2.0,99.0,74.0,19.0
114.0,1.4,87.0,2.0,109.0,86.0,21.0
114.0,1.4,87.0,2.0,109.0,86.0,21.0
30.0,0.9,48.0,26.0,16.0,21.0,12.0
29.0,1.1,32.0,43.0,16.0,20.0,13.0
23.0,0.7,28.0,41.0,16.0,16.0,7.0
23.0,0.7,29.0,44.0,16.0,16.0,7.0
19.0,0.5,27.0,44.0,16.0,13.0,7.0
15.0,0.6,27.0,47.0,10.0,10.0,8.0
18.0,0.6,35.0,42.0,17.0,8.0,10.0
24.0,0.7,47.0,23.0,16.0,10.0,9.0
24.0,0.7,47.0,27.0,16.0,9.0,2.0
23.0,0.8,46.0,29.0,22.0,9.0,3.0
29.0,0.9,48.0,26.0,29.0,17.0,6.0
30.0,0.7,34.0,51.0,29.0,21.0,4.0
27.0,0.5,29.0,67.0,29.0,19.0,3.0
30.0,0.5,29.0,72.0,21.0,21.0,3.0
36.0,0.6,35.0,69.0,36.0,24.0,7.0
71.0,0.9,40.0,69.0,91.0,32.0,6.0
56.0,1.2,40.0,69.0,53.0,40.0,13.0
63.0,0.7,62.0,34.0,53.0,45.0,14.0
63.0,0.6,70.0,17.0,56.0,45.0,13.0
70.0,0.8,78.0,3.0,77.0,51.0,15.0
86.0,0.1,83.0,2.0,91.0,64.0,19.0
99.0,1.1,84.0,2.0,99.0,74.0,19.0
114.0,1.4,87.0,2.0,109.0,86.0,21.0
114.0,1.4,87.0,2.0,109.0,86.0,21.0
187.0,1.5,87.0,6.0,152.0,141.0,43.0
189.0,1.7,89.0,2.0,151.0,142.0,37.0
203.0,1.9,101.0,2.0,166.0,153.0,47.0
213.0,4.3,110.0,2.0,177.0,163.0,51.0
224.0,4.4,108.0,2.0,195.0,174.0,53.0
241.0,4.9,106.0,2.0,226.0,191.0,55.0
255.0,4.3,102.0,2.0,223.0,205.0,45.0
240.0,3.9,95.0,2.0,195.0,190.0,39.0
211.0,3.5,89.0,2.0,195.0,161.0,35.0
211.0,3.5,89.0,2.0,195.0,161.0,35.0
207.0,3.4,96.0,2.0,170.0,157.0,49.0
208.0,3.2,100.0,8.0,163.0,158.0,54.0
206.0,0.3,94.0,16.0,163.0,156.0,49.0
197.0,2.6,86.0,31.0,163.0,148.0,45.0
197.0,2.6,86.0,31.0,163.0,148.0,45.0
215.0,2.5,95.0,34.0,165.0,165.0,46.0
219.0,2.6,111.0,23.0,184.0,169.0,50.0
243.0,2.8,120.0,14.0,213.0,193.0,55.0
258.0,2.9,122.0,4.0,216.0,208.0,83.0
246.0,2.8,111.0,8.0,204.0,196.0,87.0
258.0,2.8,108.0,7.0,223.0,208.0,70.0
258.0,2.8,108.0,7.0,223.0,208.0,70.0
258.0,2.8,108.0,7.0,223.0,208.0,70.0
258.0,2.8,108.0,7.0,223.0,208.0,70.0
187.0,1.5,87.0,6.0,152.0,141.0,43.0
189.0,1.7,89.0,2.0,151.0,142.0,37.0
203.0,1.9,101.0,2.0,166.0,153.0,47.0
213.0,4.3,110.0,2.0,177.0,163.0,51.0
224.0,4.4,108.0,2.0,195.0,174.0,53.0
241.0,4.9,106.0,2.0,226.0,191.0,55.0
255.0,4.3,102.0,2.0,223.0,205.0,45.0
240.0,3.9,95.0,2.0,195.0,190.0,39.0
211.0,3.5,89.0,2.0,195.0,161.0,35.0
211.0,3.5,89.0,2.0,195.0,161.0,35.0
207.0,3.4,96.0,2.0,170.0,157.0,49.0
208.0,3.2,100.0,8.0,163.0,158.0,54.0
206.0,0.3,94.0,16.0,163.0,156.0,49.0
197.0,2.6,86.0,31.0,163.0,148.0,45.0
197.0,2.6,86.0,31.0,163.0,148.0,45.0
215.0,2.5,95.0,34.0,165.0,165.0,46.0
219.0,2.6,111.0,23.0,184.0,169.0,50.0
243.0,2.8,120.0,14.0,213.0,193.0,55.0
258.0,2.9,122.0,4.0,216.0,208.0,83.0
246.0,2.8,111.0,8.0,204.0,196.0,87.0
258.0,2.8,108.0,7.0,223.0,208.0,70.0
258.0,2.8,108.0,7.0,223.0,208.0,70.0
258.0,2.8,108.0,7.0,223.0,208.0,70.0
258.0,2.8,108.0,7.0,223.0,208.0,70.0
187.0,1.5,87.0,6.0,152.0,141.0,43.0
189.0,1.7,89.0,2.0,151.0,142.0,37.0
203.0,1.9,101.0,2.0,166.0,153.0,47.0
213.0,4.3,110.0,2.0,177.0,163.0,51.0
224.0,4.4,108.0,2.0,195.0,174.0,53.0
241.0,4.9,106.0,2.0,226.0,191.0,55.0
255.0,4.3,102.0,2.0,223.0,205.0,45.0
240.0,3.9,95.0,2.0,195.0,190.0,39.0
211.0,3.5,89.0,2.0,195.0,161.0,35.0
211.0,3.5,89.0,2.0,195.0,161.0,35.0
207.0,3.4,96.0,2.0,170.0,157.0,49.0
208.0,3.2,100.0,8.0,163.0,158.0,54.0
206.0,0.3,94.0,16.0,163.0,156.0,49.0
197.0,2.6,86.0,31.0,163.0,148.0,45.0
197.0,2.6,86.0,31.0,163.0,148.0,45.0
215.0,2.5,95.0,34.0,165.0,165.0,46.0
219.0,2.6,111.0,23.0,184.0,169.0,50.0
243.0,2.8,120.0,14.0,213.0,193.0,55.0
258.0,2.9,122.0,4.0,216.0,208.0,83.0
246.0,2.8,111.0,8.0,204.0,196.0,87.0
258.0,2.8,108.0,7.0,223.0,208.0,70.0
258.0,2.8,108.0,7.0,223.0,208.0,70.0
258.0,2.8,108.0,7.0,223.0,208.0,70.0
258.0,2.8,108.0,7.0,223.0,208.0,70.0
402.0,1.2,80.0,5.0,479.0,353.0,102.0
500.0,1.4,82.0,2.0,651.0,462.0,136.0
500.0,1.7,82.0,2.0,917.0,664.0,179.0
500.0,1.8,84.0,2.0,607.0,581.0,147.0
443.0,0.2,87.0,2.0,543.0,370.0,112.0
500.0,2.5,88.0,2.0,653.0,475.0,139.0
500.0,2.8,89.0,10.0,820.0,567.0,146.0
500.0,2.9,85.0,6.0,828.0,663.0,142.0
475.0,2.6,76.0,2.0,564.0,463.0,99.0
431.0,2.3,73.0,2.0,477.0,397.0,97.0
380.0,2.2,72.0,2.0,421.0,330.0,89.0
349.0,0.2,73.0,2.0,365.0,299.0,85.0
309.0,0.2,68.0,8.0,315.0,259.0,86.0
288.0,0.2,64.0,20.0,287.0,238.0,89.0
281.0,0.2,65.0,25.0,287.0,231.0,91.0
287.0,0.2,67.0,26.0,285.0,237.0,80.0
281.0,0.2,69.0,25.0,280.0,231.0,72.0
292.0,2.1,71.0,23.0,289.0,242.0,68.0
294.0,2.3,83.0,6.0,301.0,244.0,61.0
292.0,2.4,92.0,2.0,297.0,242.0,57.0
308.0,2.8,92.0,2.0,326.0,258.0,56.0
317.0,0.3,91.0,2.0,343.0,267.0,59.0
321.0,3.4,93.0,2.0,344.0,271.0,67.0
336.0,3.8,96.0,2.0,345.0,286.0,82.0
343.0,3.8,97.0,2.0,344.0,293.0,89.0
311.0,3.4,89.0,2.0,307.0,261.0,274.0
229.0,5.7,69.0,6.0,307.0,179.0,83.0
85.0,0.5,19.0,188.0,35.0,16.0,5.0
70.0,0.1,32.0,176.0,42.0,3.0,4.0
54.0,0.1,8.0,82.0,57.0,5.0,3.0
68.0,0.1,14.0,98.0,86.0,10.0,3.0
92.0,0.1,14.0,92.0,133.0,11.0,4.0
83.0,0.1,18.0,79.0,115.0,11.0,4.0
61.0,0.1,16.0,81.0,71.0,10.0,4.0
52.0,0.1,17.0,81.0,53.0,10.0,4.0
59.0,0.1,15.0,86.0,68.0,9.0,4.0
68.0,0.1,14.0,88.0,85.0,12.0,4.0
55.0,0.1,15.0,90.0,59.0,12.0,5.0
48.0,0.1,15.0,93.0,48.0,13.0,5.0
43.0,0.1,16.0,93.0,43.0,13.0,5.0
40.0,0.1,17.0,90.0,40.0,15.0,6.0
51.0,5.1,18.0,71.0,38.0,12.0,6.0
44.0,0.3,22.0,79.0,44.0,12.0,7.0
29.0,0.4,26.0,74.0,29.0,15.0,8.0
26.0,0.3,22.0,82.0,20.0,10.0,5.0
25.0,0.4,21.0,80.0,25.0,14.0,6.0
25.0,0.4,20.0,80.0,18.0,10.0,6.0
26.0,0.4,17.0,84.0,18.0,11.0,6.0
28.0,0.4,15.0,89.0,11.0,8.0,5.0
27.0,0.5,14.0,86.0,16.0,11.0,7.0
25.0,0.5,17.0,81.0,14.0,7.0,9.0
23.0,0.5,22.0,73.0,8.0,6.0,8.0
23.0,0.5,21.0,74.0,7.0,6.0,8.0
21.0,0.6,24.0,68.0,7.0,10.0,8.0
19.0,0.6,27.0,61.0,9.0,7.0,9.0
18.0,0.7,35.0,50.0,13.0,10.0,9.0
20.0,0.7,39.0,44.0,19.0,9.0,9.0
18.0,0.7,35.0,54.0,18.0,7.0,9.0
21.0,0.6,26.0,67.0,19.0,14.0,8.0
23.0,0.6,26.0,73.0,19.0,14.0,8.0
25.0,0.4,27.0,79.0,19.0,5.0,7.0
27.0,0.3,25.0,85.0,19.0,9.0,6.0
26.0,0.3,28.0,84.0,19.0,14.0,5.0
24.0,0.4,35.0,77.0,19.0,12.0,10.0
30.0,0.3,24.0,95.0,10.0,9.0,7.0
90.0,0.6,35.0,115.0,111.0,67.0,18.0
148.0,0.7,44.0,111.0,111.0,113.0,24.0
88.0,0.7,41.0,89.0,79.0,65.0,14.0
85.0,0.7,33.0,92.0,72.0,63.0,22.0
84.0,0.7,31.0,89.0,76.0,62.0,26.0
96.0,0.9,35.0,75.0,86.0,72.0,30.0
105.0,0.9,37.0,69.0,94.0,79.0,33.0
28.0,0.4,15.0,89.0,11.0,8.0,5.0
27.0,0.5,14.0,86.0,16.0,11.0,7.0
25.0,0.5,17.0,81.0,14.0,7.0,9.0
23.0,0.5,22.0,73.0,8.0,6.0,8.0
23.0,0.5,21.0,74.0,7.0,6.0,8.0
21.0,0.6,24.0,68.0,7.0,10.0,8.0
19.0,0.6,27.0,61.0,9.0,7.0,9.0
18.0,0.7,35.0,50.0,13.0,10.0,9.0
20.0,0.7,39.0,44.0,19.0,9.0,9.0
18.0,0.7,35.0,54.0,18.0,7.0,9.0
21.0,0.6,26.0,67.0,19.0,14.0,8.0
23.0,0.6,26.0,73.0,19.0,14.0,8.0
25.0,0.4,27.0,79.0,19.0,5.0,7.0
27.0,0.3,25.0,85.0,19.0,9.0,6.0
26.0,0.3,28.0,84.0,19.0,14.0,5.0
24.0,0.4,35.0,77.0,19.0,12.0,10.0
30.0,0.3,24.0,95.0,10.0,9.0,7.0
90.0,0.6,35.0,115.0,111.0,67.0,18.0
148.0,0.7,44.0,111.0,111.0,113.0,24.0
88.0,0.7,41.0,89.0,79.0,65.0,14.0
85.0,0.7,33.0,92.0,72.0,63.0,22.0
84.0,0.7,31.0,89.0,76.0,62.0,26.0
96.0,0.9,35.0,75.0,86.0,72.0,30.0
105.0,0.9,37.0,69.0,94.0,79.0,33.0
28.0,0.4,15.0,89.0,11.0,8.0,5.0
27.0,0.5,14.0,86.0,16.0,11.0,7.0
25.0,0.5,17.0,81.0,14.0,7.0,9.0
23.0,0.5,22.0,73.0,8.0,6.0,8.0
23.0,0.5,21.0,74.0,7.0,6.0,8.0
21.0,0.6,24.0,68.0,7.0,10.0,8.0
19.0,0.6,27.0,61.0,9.0,7.0,9.0
18.0,0.7,35.0,50.0,13.0,10.0,9.0
20.0,0.7,39.0,44.0,19.0,9.0,9.0
18.0,0.7,35.0,54.0,18.0,7.0,9.0
21.0,0.6,26.0,67.0,19.0,14.0,8.0
23.0,0.6,26.0,73.0,19.0,14.0,8.0
25.0,0.4,27.0,79.0,19.0,5.0,7.0
27.0,0.3,25.0,85.0,19.0,9.0,6.0
26.0,0.3,28.0,84.0,19.0,14.0,5.0
24.0,0.4,35.0,77.0,19.0,12.0,10.0
30.0,0.3,24.0,95.0,10.0,9.0,7.0
90.0,0.6,35.0,115.0,111.0,67.0,18.0
148.0,0.7,44.0,111.0,111.0,113.0,24.0
88.0,0.7,41.0,89.0,79.0,65.0,14.0
85.0,0.7,33.0,92.0,72.0,63.0,22.0
84.0,0.7,31.0,89.0,76.0,62.0,26.0
96.0,0.9,35.0,75.0,86.0,72.0,30.0
105.0,0.9,37.0,69.0,94.0,79.0,33.0
238.0,1.3,83.0,2.0,241.0,188.0,52.0
176.0,1.2,74.0,6.0,241.0,133.0,247.0
108.0,4.5,73.0,2.0,113.0,81.0,78.0
124.0,1.3,80.0,140.0,118.0,94.0,41.0
126.0,1.2,77.0,114.0,114.0,96.0,36.0
91.0,0.9,47.0,4.0,72.0,68.0,24.0
64.0,0.8,64.0,5.0,51.0,46.0,25.0
61.0,0.9,66.0,2.0,51.0,44.0,21.0
43.0,0.8,64.0,2.0,37.0,30.0,13.0
47.0,0.1,63.0,5.0,47.0,30.0,13.0
69.0,0.1,66.0,15.0,65.0,50.0,28.0
79.0,0.1,62.0,27.0,71.0,58.0,32.0
86.0,0.9,61.0,37.0,71.0,64.0,32.0
84.0,0.8,60.0,51.0,71.0,62.0,29.0
83.0,0.8,58.0,62.0,66.0,61.0,36.0
95.0,0.7,65.0,59.0,66.0,71.0,46.0
100.0,0.8,68.0,58.0,81.0,75.0,29.0
115.0,0.1,82.0,41.0,107.0,87.0,39.0
138.0,1.1,74.0,61.0,128.0,105.0,32.0
164.0,1.2,73.0,61.0,155.0,125.0,37.0
200.0,1.5,89.0,36.0,178.0,150.0,49.0
196.0,1.4,84.0,40.0,172.0,147.0,49.0
191.0,1.4,86.0,33.0,180.0,144.0,49.0
197.0,1.5,101.0,7.0,175.0,148.0,51.0
199.0,1.6,108.0,2.0,174.0,149.0,56.0
187.0,2.3,107.0,2.0,174.0,141.0,59.0
157.0,2.7,103.0,2.0,140.0,120.0,75.0
176.0,0.4,105.0,2.0,158.0,133.0,84.0
206.0,3.6,105.0,2.0,167.0,156.0,68.0
174.0,2.3,88.0,2.0,167.0,132.0,43.0
119.0,1.7,82.0,2.0,167.0,90.0,35.0
115.0,1.6,84.0,2.0,89.0,87.0,37.0
114.0,1.8,88.0,2.0,105.0,86.0,37.0
116.0,1.9,89.0,2.0,100.0,88.0,46.0
116.0,0.2,87.0,4.0,96.0,88.0,47.0
99.0,1.4,75.0,18.0,80.0,74.0,26.0
111.0,1.3,73.0,31.0,96.0,84.0,28.0
149.0,1.2,74.0,53.0,132.0,114.0,38.0
159.0,1.2,79.0,53.0,121.0,121.0,37.0
174.0,1.5,102.0,34.0,170.0,132.0,53.0
249.0,2.1,115.0,45.0,246.0,199.0,88.0
276.0,2.1,108.0,52.0,254.0,226.0,83.0
291.0,2.2,94.0,82.0,272.0,241.0,69.0
304.0,2.2,87.0,89.0,299.0,254.0,68.0
335.0,2.5,94.0,68.0,348.0,285.0,68.0
375.0,2.6,91.0,53.0,369.0,325.0,78.0
387.0,2.5,93.0,35.0,361.0,337.0,84.0
371.0,2.4,94.0,23.0,343.0,321.0,76.0
371.0,2.4,90.0,22.0,338.0,321.0,86.0
346.0,3.7,132.0,2.0,338.0,296.0,293.0
285.0,6.1,129.0,2.0,236.0,235.0,114.0
304.0,3.9,139.0,138.0,279.0,254.0,101.0
323.0,3.8,127.0,117.0,296.0,273.0,84.0
346.0,3.9,100.0,2.0,315.0,296.0,77.0
356.0,4.4,133.0,2.0,320.0,306.0,86.0
365.0,4.2,121.0,2.0,332.0,315.0,76.0
373.0,3.8,111.0,2.0,338.0,323.0,67.0
366.0,3.7,106.0,2.0,318.0,316.0,64.0
347.0,3.3,107.0,6.0,318.0,297.0,64.0
326.0,0.3,105.0,36.0,280.0,276.0,69.0
326.0,0.3,105.0,36.0,280.0,276.0,69.0
324.0,2.4,92.0,70.0,280.0,274.0,59.0
324.0,2.4,92.0,70.0,280.0,274.0,59.0
324.0,2.4,92.0,70.0,280.0,274.0,59.0
391.0,3.5,145.0,39.0,380.0,341.0,65.0
396.0,3.2,135.0,52.0,362.0,346.0,70.0
410.0,3.3,144.0,40.0,391.0,365.0,71.0
391.0,3.3,161.0,2.0,391.0,341.0,57.0
248.0,0.2,122.0,3.0,391.0,198.0,34.0
36.0,0.3,48.0,59.0,391.0,25.0,13.0
26.0,0.2,44.0,64.0,391.0,18.0,10.0
26.0,0.2,51.0,54.0,391.0,10.0,9.0
24.0,0.2,47.0,58.0,14.0,13.0,9.0
34.0,0.2,40.0,65.0,14.0,24.0,11.0
33.0,0.2,44.0,52.0,14.0,23.0,10.0
26.0,0.3,51.0,38.0,14.0,15.0,12.0
33.0,0.4,53.0,35.0,14.0,23.0,17.0
33.0,0.4,44.0,42.0,14.0,23.0,17.0
23.0,0.2,36.0,55.0,14.0,16.0,12.0
20.0,0.2,39.0,54.0,14.0,13.0,11.0
19.0,0.1,37.0,60.0,8.0,5.0,9.0
20.0,0.1,39.0,59.0,16.0,6.0,9.0
25.0,0.1,28.0,80.0,13.0,11.0,8.0
28.0,0.1,26.0,90.0,13.0,6.0,6.0
34.0,0.1,23.0,108.0,6.0,3.0,4.0
34.0,0.1,25.0,110.0,6.0,7.0,4.0
36.0,0.1,25.0,115.0,9.0,8.0,4.0
38.0,0.1,23.0,121.0,12.0,11.0,4.0
37.0,0.1,26.0,117.0,20.0,10.0,5.0
33.0,0.1,30.0,107.0,33.0,20.0,7.0
28.0,0.1,37.0,90.0,20.0,14.0,6.0
26.0,0.1,40.0,83.0,18.0,8.0,4.0
29.0,0.1,33.0,93.0,17.0,4.0,2.0
23.0,0.1,44.0,73.0,19.0,4.0,5.0
24.0,0.1,48.0,62.0,19.0,7.0,6.0
22.0,0.1,44.0,64.0,14.0,8.0,7.0
21.0,0.1,41.0,66.0,16.0,4.0,8.0
21.0,0.4,32.0,68.0,18.0,10.0,7.0
21.0,0.1,23.0,68.0,15.0,4.0,4.0
23.0,0.3,23.0,75.0,16.0,5.0,6.0
11.0,0.3,21.0,75.0,6.0,3.0,4.0
11.0,0.3,21.0,75.0,6.0,3.0,4.0
27.0,0.3,17.0,87.0,6.0,4.0,4.0
26.0,0.3,21.0,82.0,10.0,3.0,6.0
20.0,0.4,33.0,64.0,18.0,4.0,6.0
24.0,0.5,27.0,76.0,17.0,6.0,4.0
27.0,0.4,22.0,86.0,10.0,8.0,6.0
31.0,0.3,18.0,100.0,7.0,6.0,2.0
33.0,0.3,18.0,104.0,7.0,5.0,2.0
36.0,0.4,18.0,82.0,36.0,3.0,2.0
7.0,0.4,13.0,82.0,6.0,3.0,2.0
110.0,0.1,16.0,82.0,9.0,4.0,2.0
27.0,0.8,29.0,50.0,27.0,5.0,3.0
25.0,0.4,30.0,79.0,27.0,15.0,4.0
36.0,0.3,37.0,69.0,36.0,17.0,8.0
52.0,0.4,44.0,56.0,54.0,26.0,10.0
51.0,0.3,45.0,53.0,52.0,35.0,17.0
52.0,0.4,54.0,37.0,53.0,36.0,19.0
59.0,0.4,60.0,28.0,57.0,42.0,22.0
59.0,0.4,60.0,28.0,57.0,42.0,22.0
21.0,0.1,41.0,66.0,16.0,4.0,8.0
21.0,0.4,32.0,68.0,18.0,10.0,7.0
21.0,0.1,23.0,68.0,15.0,4.0,4.0
23.0,0.3,23.0,75.0,16.0,5.0,6.0
11.0,0.3,21.0,75.0,6.0,3.0,4.0
11.0,0.3,21.0,75.0,6.0,3.0,4.0
27.0,0.3,17.0,87.0,6.0,4.0,4.0
26.0,0.3,21.0,82.0,10.0,3.0,6.0
20.0,0.4,33.0,64.0,18.0,4.0,6.0
24.0,0.5,27.0,76.0,17.0,6.0,4.0
27.0,0.4,22.0,86.0,10.0,8.0,6.0
31.0,0.3,18.0,100.0,7.0,6.0,2.0
33.0,0.3,18.0,104.0,7.0,5.0,2.0
36.0,0.4,18.0,82.0,36.0,3.0,2.0
7.0,0.4,13.0,82.0,6.0,3.0,2.0
110.0,0.1,16.0,82.0,9.0,4.0,2.0
27.0,0.8,29.0,50.0,27.0,5.0,3.0
25.0,0.4,30.0,79.0,27.0,15.0,4.0
36.0,0.3,37.0,69.0,36.0,17.0,8.0
52.0,0.4,44.0,56.0,54.0,26.0,10.0
51.0,0.3,45.0,53.0,52.0,35.0,17.0
52.0,0.4,54.0,37.0,53.0,36.0,19.0
59.0,0.4,60.0,28.0,57.0,42.0,22.0
59.0,0.4,60.0,28.0,57.0,42.0,22.0
141.0,0.2,83.0,2.0,120.0,108.0,20.0
139.0,1.9,82.0,2.0,113.0,106.0,20.0
139.0,1.6,81.0,2.0,106.0,106.0,19.0
130.0,1.9,78.0,2.0,105.0,99.0,17.0
126.0,1.7,73.0,2.0,105.0,96.0,17.0
74.0,0.9,49.0,17.0,105.0,54.0,16.0
31.0,0.5,23.0,75.0,27.0,22.0,11.0
26.0,0.4,23.0,83.0,17.0,15.0,8.0
36.0,0.3,25.0,88.0,36.0,13.0,5.0
29.0,0.3,25.0,83.0,29.0,8.0,5.0
41.0,0.3,16.0,100.0,41.0,8.0,5.0
57.0,0.3,14.0,108.0,63.0,9.0,5.0
42.0,0.3,14.0,112.0,42.0,14.0,4.0
42.0,0.3,14.0,112.0,42.0,14.0,4.0
58.0,0.2,14.0,122.0,66.0,15.0,4.0
62.0,0.3,14.0,122.0,74.0,13.0,4.0
56.0,0.4,12.0,122.0,62.0,13.0,3.0
59.0,0.5,14.0,122.0,67.0,8.0,3.0
59.0,0.5,14.0,122.0,67.0,8.0,3.0
27.0,0.4,22.0,85.0,24.0,12.0,3.0
26.0,0.4,22.0,84.0,22.0,10.0,3.0
28.0,0.3,17.0,90.0,17.0,10.0,3.0
26.0,0.4,18.0,84.0,17.0,10.0,4.0
26.0,0.4,18.0,84.0,17.0,10.0,4.0
141.0,0.2,83.0,2.0,120.0,108.0,20.0
139.0,1.9,82.0,2.0,113.0,106.0,20.0
139.0,1.6,81.0,2.0,106.0,106.0,19.0
130.0,1.9,78.0,2.0,105.0,99.0,17.0
126.0,1.7,73.0,2.0,105.0,96.0,17.0
74.0,0.9,49.0,17.0,105.0,54.0,16.0
31.0,0.5,23.0,75.0,27.0,22.0,11.0
26.0,0.4,23.0,83.0,17.0,15.0,8.0
36.0,0.3,25.0,88.0,36.0,13.0,5.0
29.0,0.3,25.0,83.0,29.0,8.0,5.0
41.0,0.3,16.0,100.0,41.0,8.0,5.0
57.0,0.3,14.0,108.0,63.0,9.0,5.0
42.0,0.3,14.0,112.0,42.0,14.0,4.0
42.0,0.3,14.0,112.0,42.0,14.0,4.0
58.0,0.2,14.0,122.0,66.0,15.0,4.0
62.0,0.3,14.0,122.0,74.0,13.0,4.0
56.0,0.4,12.0,122.0,62.0,13.0,3.0
59.0,0.5,14.0,122.0,67.0,8.0,3.0
59.0,0.5,14.0,122.0,67.0,8.0,3.0
27.0,0.4,22.0,85.0,24.0,12.0,3.0
26.0,0.4,22.0,84.0,22.0,10.0,3.0
28.0,0.3,17.0,90.0,17.0,10.0,3.0
26.0,0.4,18.0,84.0,17.0,10.0,4.0
26.0,0.4,18.0,84.0,17.0,10.0,4.0
29.0,0.2,9.0,94.0,19.0,8.0,2.0
27.0,0.3,8.0,87.0,15.0,3.0,2.0
24.0,0.2,7.0,77.0,24.0,7.0,2.0
103.0,0.2,6.0,205.0,24.0,6.0,2.0
36.0,0.2,6.0,115.0,17.0,3.0,2.0
26.0,0.2,8.0,84.0,12.0,4.0,2.0
29.0,0.3,9.0,94.0,20.0,4.0,3.0
26.0,0.3,17.0,82.0,20.0,3.0,3.0
27.0,0.4,25.0,71.0,27.0,6.0,3.0
25.0,0.4,20.0,80.0,23.0,4.0,3.0
27.0,0.3,17.0,85.0,21.0,7.0,3.0
30.0,0.2,14.0,96.0,15.0,3.0,2.0
31.0,0.1,15.0,99.0,10.0,8.0,2.0
32.0,0.1,15.0,103.0,14.0,6.0,2.0
33.0,0.1,14.0,106.0,19.0,4.0,2.0
33.0,0.1,14.0,106.0,23.0,3.0,2.0
33.0,0.1,14.0,106.0,23.0,5.0,2.0
33.0,0.1,13.0,104.0,24.0,6.0,2.0
30.0,0.1,18.0,96.0,19.0,7.0,2.0
27.0,0.2,38.0,67.0,27.0,10.0,3.0
25.0,0.4,45.0,57.0,25.0,11.0,6.0
23.0,0.3,46.0,53.0,23.0,13.0,4.0
28.0,0.4,56.0,39.0,24.0,11.0,7.0
29.0,0.4,57.0,37.0,21.0,14.0,8.0
26.0,0.4,50.0,45.0,26.0,11.0,7.0
33.0,0.5,57.0,36.0,30.0,23.0,12.0
28.0,0.5,47.0,42.0,28.0,12.0,7.0
26.0,0.5,51.0,29.0,20.0,9.0,6.0
33.0,0.7,66.0,12.0,18.0,13.0,6.0
35.0,0.7,70.0,10.0,25.0,10.0,8.0
38.0,0.1,75.0,5.0,38.0,16.0,8.0
42.0,1.6,83.0,5.0,33.0,17.0,12.0
39.0,0.1,78.0,8.0,30.0,16.0,13.0
44.0,1.2,66.0,21.0,44.0,21.0,26.0
35.0,0.7,44.0,46.0,35.0,21.0,18.0
28.0,0.6,38.0,59.0,28.0,15.0,15.0
24.0,0.4,27.0,78.0,18.0,16.0,9.0
28.0,0.3,23.0,90.0,18.0,16.0,7.0
32.0,0.2,19.0,101.0,18.0,11.0,5.0
32.0,0.2,20.0,102.0,15.0,11.0,5.0
44.0,0.5,39.0,85.0,44.0,23.0,11.0
66.0,0.7,41.0,97.0,60.0,48.0,16.0
61.0,0.6,45.0,102.0,72.0,44.0,12.0
80.0,0.7,52.0,83.0,99.0,59.0,17.0
135.0,0.9,75.0,53.0,186.0,103.0,34.0
210.0,1.1,90.0,33.0,277.0,160.0,104.0
333.0,1.3,98.0,21.0,415.0,283.0,95.0
267.0,1.6,100.0,9.0,236.0,217.0,66.0
219.0,1.8,93.0,10.0,270.0,169.0,78.0
253.0,2.2,93.0,12.0,264.0,203.0,83.0
217.0,1.6,82.0,9.0,204.0,167.0,52.0
154.0,1.3,76.0,135.0,204.0,118.0,36.0
